STATENAME,ST_CASE,VEH_NO,VIOLATION,VIOLATIONNAME
Michigan,260739,1,46,Fail to yield generally
Michigan,260774,1,19,"Alcohol, drug, or impairment violations generally"
Michigan,260781,1,9,Serious violation resulting in death
Michigan,260786,1,12,Driving while impaired
Michigan,260786,1,19,"Alcohol, drug, or impairment violations generally"
Michigan,260823,2,72,Other driver license violations
Michigan,260857,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Michigan,260912,1,7,"Hit-and-run, fail to stop after crash"
Michigan,260915,2,79,Non-moving violations generally
Michigan,260924,1,39,Fail to obey traffic control device
Michigan,260926,2,2,Willful reckless driving; driving to endanger; negligent driving
Michigan,260926,2,7,"Hit-and-run, fail to stop after crash"
Michigan,260926,2,14,Drinking while operating
Michigan,260933,1,2,Willful reckless driving; driving to endanger; negligent driving
Michigan,260933,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Michigan,260942,1,12,Driving while impaired
Michigan,260957,1,79,Non-moving violations generally
Michigan,260970,2,95,No Driver Present/Unknown if Driver Present
Michigan,260977,1,6,"Fail to obey police, fireman, authorized person directing traffic"
Michigan,260977,1,9,Serious violation resulting in death
Michigan,260977,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Michigan,260980,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Michigan,260982,1,95,No Driver Present/Unknown if Driver Present
Michigan,260983,1,46,Fail to yield generally
Michigan,261010,2,95,No Driver Present/Unknown if Driver Present
Michigan,261020,2,95,No Driver Present/Unknown if Driver Present
Michigan,261021,1,9,Serious violation resulting in death
Michigan,261062,2,95,No Driver Present/Unknown if Driver Present
Minnesota,270001,1,52,"Driving on left, wrong side of road, generally"
Minnesota,270002,1,46,Fail to yield generally
Minnesota,270003,2,3,"Unsafe reckless (not willful, wanton reckless) driving"
Minnesota,270003,2,12,Driving while impaired
Minnesota,270003,2,22,Speeding (above the speed limit)
Minnesota,270003,2,61,Unsafe or prohibited lane change
Minnesota,270003,2,71,Driving while license withdrawn
Minnesota,270012,2,38,Fail to obey yield sign
Minnesota,270021,1,59,"Wrong side, passing, following violations, generally"
Minnesota,270036,1,46,Fail to yield generally
Minnesota,270044,1,59,"Wrong side, passing, following violations, generally"
Minnesota,270050,1,29,"Speed related violations, generally"
Minnesota,270052,1,12,Driving while impaired
Minnesota,270053,1,1,Manslaughter or homicide
Minnesota,270063,1,4,"Inattentive, careless, improper driving, driving without due care"
Minnesota,270066,1,7,"Hit-and-run, fail to stop after crash"
Minnesota,270067,1,9,Serious violation resulting in death
Minnesota,270070,1,79,Non-moving violations generally
Minnesota,270071,1,69,"Lane violations, generally"
Minnesota,270088,1,69,"Lane violations, generally"
Minnesota,270102,1,22,Speeding (above the speed limit)
Minnesota,270108,1,22,Speeding (above the speed limit)
Minnesota,270112,1,19,"Alcohol, drug, or impairment violations generally"
Minnesota,270112,1,29,"Speed related violations, generally"
Minnesota,270112,1,89,Equipment violations generally
Minnesota,270114,1,12,Driving while impaired
Minnesota,270117,1,69,"Lane violations, generally"
Minnesota,270120,2,22,Speeding (above the speed limit)
Minnesota,270124,1,22,Speeding (above the speed limit)
Minnesota,270124,1,53,"Improper, unsafe passing"
Minnesota,270125,2,37,Fail to obey stop sign
Minnesota,270125,2,46,Fail to yield generally
Minnesota,270131,1,2,Willful reckless driving; driving to endanger; negligent driving
Minnesota,270131,1,12,Driving while impaired
Minnesota,270131,1,22,Speeding (above the speed limit)
Minnesota,270131,1,54,Pass on right (drive off pavement to pass)
Minnesota,270135,1,12,Driving while impaired
Minnesota,270135,1,22,Speeding (above the speed limit)
Minnesota,270135,1,69,"Lane violations, generally"
Minnesota,270136,1,22,Speeding (above the speed limit)
Minnesota,270153,1,12,Driving while impaired
Minnesota,270153,1,59,"Wrong side, passing, following violations, generally"
Minnesota,270155,1,9,Serious violation resulting in death
Minnesota,270155,2,95,No Driver Present/Unknown if Driver Present
Minnesota,270163,2,53,"Improper, unsafe passing"
Minnesota,270170,1,46,Fail to yield generally
Minnesota,270171,1,46,Fail to yield generally
Minnesota,270174,1,29,"Speed related violations, generally"
Minnesota,270197,1,19,"Alcohol, drug, or impairment violations generally"
Minnesota,270198,1,49,"Turn, yield, signaling violations generally"
Minnesota,270208,1,12,Driving while impaired
Minnesota,270215,1,46,Fail to yield generally
Minnesota,270222,1,12,Driving while impaired
Minnesota,270224,1,69,"Lane violations, generally"
Minnesota,270234,1,72,Other driver license violations
Minnesota,270236,1,49,"Turn, yield, signaling violations generally"
Minnesota,270244,2,95,No Driver Present/Unknown if Driver Present
Minnesota,270248,1,37,Fail to obey stop sign
Minnesota,270264,1,12,Driving while impaired
Minnesota,270266,2,46,Fail to yield generally
Minnesota,270267,1,42,"Improper method & position of turn (too wide, wrong lane)"
Minnesota,270268,1,12,Driving while impaired
Minnesota,270271,1,49,"Turn, yield, signaling violations generally"
Minnesota,270286,1,5,Fleeing or eluding police
Minnesota,270286,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Minnesota,270302,1,19,"Alcohol, drug, or impairment violations generally"
Minnesota,270307,1,52,"Driving on left, wrong side of road, generally"
Minnesota,270319,1,59,"Wrong side, passing, following violations, generally"
Minnesota,270320,1,95,No Driver Present/Unknown if Driver Present
Minnesota,270332,1,19,"Alcohol, drug, or impairment violations generally"
Minnesota,270332,1,29,"Speed related violations, generally"
Minnesota,270352,1,12,Driving while impaired
Minnesota,270366,1,19,"Alcohol, drug, or impairment violations generally"
Minnesota,270378,1,37,Fail to obey stop sign
Minnesota,270382,2,46,Fail to yield generally
Minnesota,270384,1,69,"Lane violations, generally"
Minnesota,270388,1,59,"Wrong side, passing, following violations, generally"
Minnesota,270404,1,19,"Alcohol, drug, or impairment violations generally"
Minnesota,270404,1,22,Speeding (above the speed limit)
Minnesota,270404,1,71,Driving while license withdrawn
Minnesota,270406,1,22,Speeding (above the speed limit)
Minnesota,270406,1,31,Fail to stop for red signal
Minnesota,270408,1,9,Serious violation resulting in death
Minnesota,270408,1,19,"Alcohol, drug, or impairment violations generally"
Minnesota,270421,2,52,"Driving on left, wrong side of road, generally"
Minnesota,270422,1,19,"Alcohol, drug, or impairment violations generally"
Minnesota,270422,1,29,"Speed related violations, generally"
Minnesota,270422,1,69,"Lane violations, generally"
Minnesota,270425,1,97,Not Reported
Minnesota,270432,1,49,"Turn, yield, signaling violations generally"
Minnesota,270441,1,4,"Inattentive, careless, improper driving, driving without due care"
Minnesota,270442,1,52,"Driving on left, wrong side of road, generally"
Minnesota,270443,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Minnesota,270455,1,4,"Inattentive, careless, improper driving, driving without due care"
Minnesota,270456,2,46,Fail to yield generally
Minnesota,270461,2,41,"Turn in violation of traffic control (disobey signs, turn arrow or pavement markings; not a right on red violation)"
Minnesota,270462,1,1,Manslaughter or homicide
Minnesota,270463,1,22,Speeding (above the speed limit)
Minnesota,270463,1,31,Fail to stop for red signal
Minnesota,270465,1,95,No Driver Present/Unknown if Driver Present
Minnesota,270467,1,1,Manslaughter or homicide
Minnesota,270471,1,1,Manslaughter or homicide
Minnesota,270474,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Mississippi,280017,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Mississippi,280017,3,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Mississippi,280019,1,76,Driving uninsured vehicle
Mississippi,280025,1,76,Driving uninsured vehicle
Mississippi,280025,1,98,"Other moving violation (coasting, backing, opening door)"
Mississippi,280058,1,72,Other driver license violations
Mississippi,280060,2,95,No Driver Present/Unknown if Driver Present
Mississippi,280075,1,72,Other driver license violations
Mississippi,280075,1,76,Driving uninsured vehicle
Mississippi,280082,1,95,No Driver Present/Unknown if Driver Present
Mississippi,280086,1,95,No Driver Present/Unknown if Driver Present
Mississippi,280109,1,76,Driving uninsured vehicle
Mississippi,280112,2,95,No Driver Present/Unknown if Driver Present
Mississippi,280117,1,76,Driving uninsured vehicle
Mississippi,280138,1,72,Other driver license violations
Mississippi,280138,1,76,Driving uninsured vehicle
Mississippi,280140,1,72,Other driver license violations
Mississippi,280140,1,76,Driving uninsured vehicle
Mississippi,280144,2,72,Other driver license violations
Mississippi,280149,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Mississippi,280157,1,76,Driving uninsured vehicle
Mississippi,280163,1,76,Driving uninsured vehicle
Mississippi,280167,1,12,Driving while impaired
Mississippi,280169,1,72,Other driver license violations
Mississippi,280186,1,95,No Driver Present/Unknown if Driver Present
Mississippi,280187,2,95,No Driver Present/Unknown if Driver Present
Mississippi,280207,1,7,"Hit-and-run, fail to stop after crash"
Mississippi,280219,1,76,Driving uninsured vehicle
Mississippi,280228,1,76,Driving uninsured vehicle
Mississippi,280247,1,72,Other driver license violations
Mississippi,280247,1,76,Driving uninsured vehicle
Mississippi,280247,2,72,Other driver license violations
Mississippi,280247,2,76,Driving uninsured vehicle
Mississippi,280252,1,72,Other driver license violations
Mississippi,280252,1,76,Driving uninsured vehicle
Mississippi,280259,1,72,Other driver license violations
Mississippi,280259,1,76,Driving uninsured vehicle
Mississippi,280278,2,72,Other driver license violations
Mississippi,280284,2,72,Other driver license violations
Mississippi,280284,2,76,Driving uninsured vehicle
Mississippi,280323,1,72,Other driver license violations
Mississippi,280323,1,76,Driving uninsured vehicle
Mississippi,280329,2,72,Other driver license violations
Mississippi,280329,2,76,Driving uninsured vehicle
Mississippi,280342,1,12,Driving while impaired
Mississippi,280375,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Mississippi,280387,2,76,Driving uninsured vehicle
Mississippi,280477,2,76,Driving uninsured vehicle
Mississippi,280480,1,72,Other driver license violations
Mississippi,280480,1,76,Driving uninsured vehicle
Mississippi,280497,2,76,Driving uninsured vehicle
Mississippi,280500,2,76,Driving uninsured vehicle
Mississippi,280511,2,71,Driving while license withdrawn
Mississippi,280511,2,76,Driving uninsured vehicle
Mississippi,280527,1,12,Driving while impaired
Mississippi,280544,1,76,Driving uninsured vehicle
Mississippi,280561,2,76,Driving uninsured vehicle
Mississippi,280562,2,72,Other driver license violations
Mississippi,280562,2,76,Driving uninsured vehicle
Mississippi,280572,1,39,Fail to obey traffic control device
Mississippi,280572,1,72,Other driver license violations
Mississippi,280572,1,76,Driving uninsured vehicle
Mississippi,280596,1,72,Other driver license violations
Mississippi,280608,1,76,Driving uninsured vehicle
Mississippi,280621,2,76,Driving uninsured vehicle
Mississippi,280648,1,72,Other driver license violations
Mississippi,280648,1,76,Driving uninsured vehicle
Mississippi,280686,1,95,No Driver Present/Unknown if Driver Present
Mississippi,280692,1,12,Driving while impaired
Mississippi,280704,1,12,Driving while impaired
Mississippi,280704,1,72,Other driver license violations
Missouri,290003,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290008,2,95,No Driver Present/Unknown if Driver Present
Missouri,290008,3,95,No Driver Present/Unknown if Driver Present
Missouri,290009,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290009,1,72,Other driver license violations
Missouri,290033,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290033,1,71,Driving while license withdrawn
Missouri,290033,1,74,Vehicle registration violations
Missouri,290033,1,76,Driving uninsured vehicle
Missouri,290033,1,79,Non-moving violations generally
Missouri,290034,1,7,"Hit-and-run, fail to stop after crash"
Missouri,290036,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290052,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290052,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290070,1,74,Vehicle registration violations
Missouri,290070,1,76,Driving uninsured vehicle
Missouri,290072,2,71,Driving while license withdrawn
Missouri,290073,2,52,"Driving on left, wrong side of road, generally"
Missouri,290075,1,52,"Driving on left, wrong side of road, generally"
Missouri,290086,2,1,Manslaughter or homicide
Missouri,290086,2,4,"Inattentive, careless, improper driving, driving without due care"
Missouri,290087,1,59,"Wrong side, passing, following violations, generally"
Missouri,290091,1,22,Speeding (above the speed limit)
Missouri,290091,1,52,"Driving on left, wrong side of road, generally"
Missouri,290091,1,71,Driving while license withdrawn
Missouri,290091,1,74,Vehicle registration violations
Missouri,290091,1,76,Driving uninsured vehicle
Missouri,290098,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290098,1,71,Driving while license withdrawn
Missouri,290098,1,83,Failure to require restraint use (by self or passengers)
Missouri,290110,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290118,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290118,1,52,"Driving on left, wrong side of road, generally"
Missouri,290118,1,71,Driving while license withdrawn
Missouri,290118,1,76,Driving uninsured vehicle
Missouri,290118,2,76,Driving uninsured vehicle
Missouri,290125,2,46,Fail to yield generally
Missouri,290127,1,95,No Driver Present/Unknown if Driver Present
Missouri,290127,2,71,Driving while license withdrawn
Missouri,290157,1,59,"Wrong side, passing, following violations, generally"
Missouri,290175,3,7,"Hit-and-run, fail to stop after crash"
Missouri,290177,2,46,Fail to yield generally
Missouri,290187,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290191,2,4,"Inattentive, careless, improper driving, driving without due care"
Missouri,290191,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290191,2,15,Illegal possession of alcohol or drugs
Missouri,290191,2,76,Driving uninsured vehicle
Missouri,290191,2,83,Failure to require restraint use (by self or passengers)
Missouri,290191,2,98,"Other moving violation (coasting, backing, opening door)"
Missouri,290198,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290198,1,46,Fail to yield generally
Missouri,290209,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290209,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290238,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290238,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290238,1,15,Illegal possession of alcohol or drugs
Missouri,290238,1,19,"Alcohol, drug, or impairment violations generally"
Missouri,290238,1,83,Failure to require restraint use (by self or passengers)
Missouri,290240,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290240,1,59,"Wrong side, passing, following violations, generally"
Missouri,290240,1,71,Driving while license withdrawn
Missouri,290240,1,76,Driving uninsured vehicle
Missouri,290247,1,76,Driving uninsured vehicle
Missouri,290247,1,79,Non-moving violations generally
Missouri,290279,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290279,1,7,"Hit-and-run, fail to stop after crash"
Missouri,290280,1,1,Manslaughter or homicide
Missouri,290280,1,58,Following too closely
Missouri,290288,2,46,Fail to yield generally
Missouri,290289,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290291,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290292,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290292,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290293,1,7,"Hit-and-run, fail to stop after crash"
Missouri,290303,1,7,"Hit-and-run, fail to stop after crash"
Missouri,290313,1,46,Fail to yield generally
Missouri,290315,1,22,Speeding (above the speed limit)
Missouri,290321,1,71,Driving while license withdrawn
Missouri,290321,1,76,Driving uninsured vehicle
Missouri,290332,2,4,"Inattentive, careless, improper driving, driving without due care"
Missouri,290340,3,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290340,3,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290342,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290355,2,46,Fail to yield generally
Missouri,290376,2,4,"Inattentive, careless, improper driving, driving without due care"
Missouri,290376,2,76,Driving uninsured vehicle
Missouri,290376,2,83,Failure to require restraint use (by self or passengers)
Missouri,290377,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290424,1,46,Fail to yield generally
Missouri,290424,1,74,Vehicle registration violations
Missouri,290439,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290439,1,74,Vehicle registration violations
Missouri,290439,1,76,Driving uninsured vehicle
Missouri,290439,1,83,Failure to require restraint use (by self or passengers)
Missouri,290440,1,46,Fail to yield generally
Missouri,290441,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290443,1,37,Fail to obey stop sign
Missouri,290446,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290446,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290446,1,83,Failure to require restraint use (by self or passengers)
Missouri,290447,1,52,"Driving on left, wrong side of road, generally"
Missouri,290452,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290452,1,83,Failure to require restraint use (by self or passengers)
Missouri,290462,1,95,No Driver Present/Unknown if Driver Present
Missouri,290463,2,95,No Driver Present/Unknown if Driver Present
Missouri,290481,1,39,Fail to obey traffic control device
Missouri,290481,1,73,"Commercial driver violations (log book, hours, permits carried)"
Missouri,290481,1,83,Failure to require restraint use (by self or passengers)
Missouri,290485,1,52,"Driving on left, wrong side of road, generally"
Missouri,290485,1,72,Other driver license violations
Missouri,290485,1,83,Failure to require restraint use (by self or passengers)
Missouri,290489,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290507,2,46,Fail to yield generally
Missouri,290508,1,76,Driving uninsured vehicle
Missouri,290509,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290511,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290511,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290515,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290515,1,74,Vehicle registration violations
Missouri,290530,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290530,3,95,No Driver Present/Unknown if Driver Present
Missouri,290542,1,95,No Driver Present/Unknown if Driver Present
Missouri,290545,1,95,No Driver Present/Unknown if Driver Present
Missouri,290552,1,72,Other driver license violations
Missouri,290557,1,74,Vehicle registration violations
Missouri,290557,1,83,Failure to require restraint use (by self or passengers)
Missouri,290563,1,83,Failure to require restraint use (by self or passengers)
Missouri,290583,2,95,No Driver Present/Unknown if Driver Present
Missouri,290584,2,95,No Driver Present/Unknown if Driver Present
Missouri,290593,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290593,1,52,"Driving on left, wrong side of road, generally"
Missouri,290593,1,76,Driving uninsured vehicle
Missouri,290597,1,52,"Driving on left, wrong side of road, generally"
Missouri,290604,1,46,Fail to yield generally
Missouri,290606,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290614,1,73,"Commercial driver violations (log book, hours, permits carried)"
Missouri,290614,1,74,Vehicle registration violations
Missouri,290624,2,46,Fail to yield generally
Missouri,290624,2,74,Vehicle registration violations
Missouri,290624,2,76,Driving uninsured vehicle
Missouri,290624,2,83,Failure to require restraint use (by self or passengers)
Missouri,290635,1,1,Manslaughter or homicide
Missouri,290635,1,2,Willful reckless driving; driving to endanger; negligent driving
Missouri,290635,1,71,Driving while license withdrawn
Missouri,290635,1,92,"Theft, unauthorized use of motor vehicle"
Missouri,290647,1,4,"Inattentive, careless, improper driving, driving without due care"
Missouri,290650,2,46,Fail to yield generally
Missouri,290659,3,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290659,3,83,Failure to require restraint use (by self or passengers)
Missouri,290666,1,46,Fail to yield generally
Missouri,290668,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290668,1,83,Failure to require restraint use (by self or passengers)
Missouri,290677,1,74,Vehicle registration violations
Missouri,290677,1,76,Driving uninsured vehicle
Missouri,290677,1,83,Failure to require restraint use (by self or passengers)
Missouri,290686,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290692,1,49,"Turn, yield, signaling violations generally"
Missouri,290695,1,1,Manslaughter or homicide
Missouri,290695,1,4,"Inattentive, careless, improper driving, driving without due care"
Missouri,290695,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290695,1,15,Illegal possession of alcohol or drugs
Missouri,290695,1,71,Driving while license withdrawn
Missouri,290695,1,74,Vehicle registration violations
Missouri,290695,1,83,Failure to require restraint use (by self or passengers)
Missouri,290697,1,37,Fail to obey stop sign
Missouri,290713,1,1,Manslaughter or homicide
Missouri,290713,1,4,"Inattentive, careless, improper driving, driving without due care"
Missouri,290713,1,7,"Hit-and-run, fail to stop after crash"
Missouri,290713,1,15,Illegal possession of alcohol or drugs
Missouri,290713,1,83,Failure to require restraint use (by self or passengers)
Missouri,290714,1,72,Other driver license violations
Missouri,290714,1,74,Vehicle registration violations
Missouri,290714,1,76,Driving uninsured vehicle
Missouri,290715,1,1,Manslaughter or homicide
Missouri,290715,1,4,"Inattentive, careless, improper driving, driving without due care"
Missouri,290715,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290715,1,72,Other driver license violations
Missouri,290729,2,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290729,2,83,Failure to require restraint use (by self or passengers)
Missouri,290745,1,4,"Inattentive, careless, improper driving, driving without due care"
Missouri,290749,1,83,Failure to require restraint use (by self or passengers)
Missouri,290749,2,46,Fail to yield generally
Missouri,290751,1,7,"Hit-and-run, fail to stop after crash"
Missouri,290751,1,79,Non-moving violations generally
Missouri,290753,1,1,Manslaughter or homicide
Missouri,290753,1,52,"Driving on left, wrong side of road, generally"
Missouri,290753,1,83,Failure to require restraint use (by self or passengers)
Missouri,290764,1,1,Manslaughter or homicide
Missouri,290764,1,7,"Hit-and-run, fail to stop after crash"
Missouri,290764,1,71,Driving while license withdrawn
Missouri,290764,1,74,Vehicle registration violations
Missouri,290764,1,76,Driving uninsured vehicle
Missouri,290764,1,83,Failure to require restraint use (by self or passengers)
Missouri,290766,1,46,Fail to yield generally
Missouri,290781,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290781,1,7,"Hit-and-run, fail to stop after crash"
Missouri,290781,1,72,Other driver license violations
Missouri,290781,1,75,Fail to carry insurance card
Missouri,290781,1,83,Failure to require restraint use (by self or passengers)
Missouri,290784,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290784,1,35,Fail to obey signal generally
Missouri,290794,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290794,1,15,Illegal possession of alcohol or drugs
Missouri,290794,1,62,"Improper use of lane (enter of 3-lane road, HOV designated lane)"
Missouri,290794,1,71,Driving while license withdrawn
Missouri,290798,1,71,Driving while license withdrawn
Missouri,290801,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290801,1,83,Failure to require restraint use (by self or passengers)
Missouri,290823,1,59,"Wrong side, passing, following violations, generally"
Missouri,290830,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290830,1,74,Vehicle registration violations
Missouri,290830,1,76,Driving uninsured vehicle
Missouri,290849,2,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290849,2,83,Failure to require restraint use (by self or passengers)
Missouri,290860,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290860,1,52,"Driving on left, wrong side of road, generally"
Missouri,290860,1,71,Driving while license withdrawn
Missouri,290860,1,83,Failure to require restraint use (by self or passengers)
Missouri,290860,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290860,2,15,Illegal possession of alcohol or drugs
Missouri,290860,2,22,Speeding (above the speed limit)
Missouri,290860,2,52,"Driving on left, wrong side of road, generally"
Missouri,290860,2,74,Vehicle registration violations
Missouri,290860,2,83,Failure to require restraint use (by self or passengers)
Missouri,290865,2,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290865,2,22,Speeding (above the speed limit)
Missouri,290891,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Missouri,290891,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Missouri,290891,1,81,Lamp violations
Missouri,290891,1,83,Failure to require restraint use (by self or passengers)
Missouri,290897,2,95,No Driver Present/Unknown if Driver Present
Missouri,290903,1,37,Fail to obey stop sign
Missouri,290904,2,41,"Turn in violation of traffic control (disobey signs, turn arrow or pavement markings; not a right on red violation)"
Missouri,290906,2,52,"Driving on left, wrong side of road, generally"
Missouri,290924,1,45,Fail to yield to emergency vehicle
Missouri,290924,3,95,No Driver Present/Unknown if Driver Present
Missouri,290927,2,71,Driving while license withdrawn
Missouri,290930,1,74,Vehicle registration violations
Missouri,290930,1,93,"Driving where prohibited (sidewalk, limited access, off truck route)"
Missouri,290948,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Montana,300001,1,97,Not Reported
Montana,300021,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Montana,300025,1,1,Manslaughter or homicide
Montana,300025,1,2,Willful reckless driving; driving to endanger; negligent driving
Montana,300025,1,75,Fail to carry insurance card
Montana,300027,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Montana,300045,1,2,Willful reckless driving; driving to endanger; negligent driving
Montana,300045,1,19,"Alcohol, drug, or impairment violations generally"
Montana,300141,1,1,Manslaughter or homicide
Montana,300141,1,2,Willful reckless driving; driving to endanger; negligent driving
Montana,300157,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Montana,300157,1,76,Driving uninsured vehicle
Montana,300221,1,41,"Turn in violation of traffic control (disobey signs, turn arrow or pavement markings; not a right on red violation)"
Montana,300221,1,52,"Driving on left, wrong side of road, generally"
Montana,300221,2,71,Driving while license withdrawn
Nebraska,310088,1,95,No Driver Present/Unknown if Driver Present
Nebraska,310172,1,95,No Driver Present/Unknown if Driver Present
Nebraska,310181,2,95,No Driver Present/Unknown if Driver Present
Nevada,320002,1,2,Willful reckless driving; driving to endanger; negligent driving
Nevada,320004,1,22,Speeding (above the speed limit)
Nevada,320004,1,69,"Lane violations, generally"
Nevada,320005,1,46,Fail to yield generally
Nevada,320007,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320008,1,2,Willful reckless driving; driving to endanger; negligent driving
Nevada,320008,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320008,1,69,"Lane violations, generally"
Nevada,320009,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320009,1,69,"Lane violations, generally"
Nevada,320009,1,72,Other driver license violations
Nevada,320016,1,4,"Inattentive, careless, improper driving, driving without due care"
Nevada,320017,1,7,"Hit-and-run, fail to stop after crash"
